pdb_id	delta_G_kJ_per_mol	total_sasa_A2	T_K	delta_S_est_kJ_per_molK	T_delta_S_kJ_per_mol	delta_H_kJ_per_mol
1s1q	-18.84	23144.96	298.15	0.04924368363905414	14.68200427698399	-4.157995723016009
1nm5	-41.22	35733.38	298.15	0.053910961503042906	16.07355317213224	-25.14644682786776
1tm7	-65.53	13862.41	298.15	0.044892903007808786	13.38481903177819	-52.14518096822181
1tm1	-65.77	14052.29	298.15	0.04499455367791919	13.415126179071606	-52.35487382092839
1tm5	-61.47	13834.91	298.15	0.04487812353759707	13.380412532734566	-48.08958746726543
1tm3	-61.19	13790.89	298.15	0.044854435027963865	13.373349803587425	-47.816650196412574
1tm4	-56.43	13641.87	298.15	0.04477396087716493	13.349356435526724	-43.08064356447328
1to1	-53.29	13816.75	298.15	0.044868355658915345	13.37750023970561	-39.91249976029439
1tt5	-26.58	78241.32	298.15	0.06538164948105162	19.49353879277554	-7.08646120722446
1uuz	-43.39	24638.46	298.15	0.04985485734020771	14.864225715982927	-28.525774284017075
1te1	-48.34	20737.52	298.15	0.04821538690228676	14.375417604916796	-33.964582395083205
1ta3	-45.92	21103.36	298.15	0.04837535741148999	14.42311281223574	-31.496887187764262
1zjd	-52.48	14257.76	298.15	0.04510377965940976	13.447691905453018	-39.03230809454698
1yc0	-49.65	14139.16	298.15	0.045040829764344786	13.428923394239398	-36.2210766057606
2ass	-46.93	25524.27	298.15	0.05020861994298473	14.969700036000896	-31.960299963999105
1vyh	-40.51	220770.96	298.15	0.08943345320608588	26.664584073394504	-13.845415926605494
1z7x	-88.68	40428.79	298.15	0.05543345513295431	16.527484647890326	-72.15251535210967
1zhi	-38.24	18907.6	298.15	0.04739314807618218	14.130267098913716	-24.109732901086286
1r6q	-36.99	24666.68	298.15	0.04986622460358284	14.867614865558222	-22.122385134441778
1wlp	-35.35	10408.73	298.15	0.042905025377735606	12.79213331637187	-22.55786668362813
1zm4	-34.3	135282.1	298.15	0.07652433341811574	22.815730008611204	-11.484269991388793
1y8n	-33.86	24651.84	298.15	0.04986024773259387	14.865832861472862	-18.99416713852714
2c1m	-51.13	20666.73	298.15	0.04818427012557831	14.366140137941173	-36.76385986205883
1ze3	-33.79	21297.27	298.15	0.04845958612753817	14.448225603925506	-19.34177439607449
1uwx	-33.08	47567.5	298.15	0.05758767840902891	17.16976631765197	-15.910233682348029
1ydi	-49.94	16874.13	298.15	0.04643125314758433	13.843478125952268	-36.09652187404773
2b4j	-45.45	20650.75	298.15	0.048177238514141796	14.364043662991376	-31.085956337008625
2b0z	-22.83	21648.9	298.15	0.048611351374900205	14.493474412426496	-8.336525587573503
1v18	-45.66	23581.85	298.15	0.04942445880841986	14.735902393730381	-30.924097606269616
1z92	-45.66	14025.8	298.15	0.04498041387946274	13.410910398161816	-32.24908960183818
2ajf	-45.66	70305.41	298.15	0.06353932855618907	18.94425080902777	-26.715749190972225
2b5i	-62.78	33379.88	298.15	0.05311012938085809	15.834785074902838	-46.94521492509716
2b10	-28.54	33659.75	298.15	0.053206809345534775	15.863610206371192	-12.676389793628807
1wa8	-45.43	17267.28	298.15	0.04662156671315914	13.900220115528397	-31.5297798844716
1x1y	-27.95	29070.34	298.15	0.051566767027072	15.374631589121515	-12.575368410878484
2a7u	-39.5	7777.93	298.15	0.04115557618413321	12.270535039299315	-27.229464960700685
2aep	-45.21	28675.18	298.15	0.05141968440477123	15.330778905282541	-29.879221094717458
1x1u	-44.97	31644.43	298.15	0.05250135284821782	15.653278351696141	-29.316721648303858
2bnr	-27.83	38347.75	298.15	0.05477022406035117	16.3297423035937	-11.500257696406297
1wdw	-44.77	131986.19	298.15	0.07595409709699452	22.645714049468914	-22.12428595053109
1wr1	-27.57	12437.93	298.15	0.04410697983269275	13.150496037117342	-14.419503962882658
1t63	-27.53	13610.85	298.15	0.044757154197202116	13.344345523895809	-14.185654476104192
1x75	-44.27	21429.2	298.15	0.04851667356735545	14.465246224107027	-29.804753775892976
1y6m	-38.6	22034.28	298.15	0.04877627439083696	14.542646209628039	-24.057353790371963
1yd8	-21.36	21797.12	298.15	0.048674954350680484	14.512437639655385	-6.8475623603446145
1y6k	-51.37	22102.52	298.15	0.048805326904895856	14.551308216694698	-36.8186917833053
1yru	-51.37	19776.1	298.15	0.04778813087426557	14.248031220162279	-37.121968779837715
2bp7	-51.37	89494.54	298.15	0.06784062155937716	20.2266813179283	-31.143318682071698
2c1t	-49.65	38998.36	298.15	0.05497946676772745	16.392128016797937	-33.257871983202065
1yy9	-49.3	53131.54	298.15	0.05915655398019457	17.63752656919501	-31.662473430804987
2byk	-32.18	16197.48	298.15	0.046098437191230704	13.744249048565433	-18.435750951434567
2bym	-32.18	15463.91	298.15	0.04572967132523754	13.63430150561957	-18.54569849438043
2be6	-48.97	24634.82	298.15	0.04985339064240665	14.863788420033542	-34.106211579966455
1ri8	-48.73	11427.03	298.15	0.043521556123464485	12.975951958210935	-35.75404804178906
2b12	-26.82	19022.96	298.15	0.047446127363973925	14.146062873568825	-12.673937126431175
2bqz	-26.82	20433.91	298.15	0.04808155303064424	14.33551503608658	-12.48448496391342
1wr6	-20.76	34045.74	298.15	0.05333949099702048	15.903169240761656	-4.8568307592383455
2aw2	-43.39	23959.38	298.15	0.049579327874061455	14.782076605651422	-28.60792339434858
1t0p	-26.27	12391.87	298.15	0.044080835202501306	13.142701015625763	-13.127298984374237
1x1w	-43.26	33962.79	298.15	0.053311041160789024	15.894686922089246	-27.365313077910752
1y6n	-43.2	21526.9	298.15	0.04855883617040681	14.47781700420679	-28.72218299579321
1vrc	-25.95	18031.64	298.15	0.04698547143885032	14.00871830949322	-11.941281690506779
1z5s	-31.49	23208.75	298.15	0.049270184223302066	14.68990542617751	-16.800094573822488
1t5z	-25.58	13467.44	298.15	0.04467920433811043	13.321104773407622	-12.258895226592376
1za3	-42.63	51185.67	298.15	0.05861766447493576	17.476856663202096	-25.153143336797907
1yx5	-19.73	74980.48	298.15	0.0646365079071202	19.271374832507885	-0.4586251674921158
1xwd	-19.47	40760.64	298.15	0.05553762400850948	16.558542598137098	-2.9114574018629007
1xj7	-25.16	18908.17	298.15	0.04739341024641229	14.130345264967824	-11.029654735032176
1u5s	-14.4	9863.5	298.15	0.042562483830835364	12.690004554163563	-1.7099954458364373
1shz	-31.52	48947.34	298.15	0.05798495024115641	17.28821291440078	-14.231787085599219
1wrd	-19.34	11933.99	298.15	0.04381824301421856	13.064409154689262	-6.275590845310738
1zc3	-42.1	26461.47	298.15	0.0505762853790474	15.079319485762982	-27.02068051423702
1zc4	-42.1	28017.98	298.15	0.05117280519912276	15.25717187011845	-26.842828129881553
1yyl	-47.93	72278.04	298.15	0.06400659700705144	19.083566897652386	-28.846433102347614
1x1x	-41.53	28722.62	298.15	0.051437395364176124	15.33605942782911	-26.19394057217089
1pk1	-41.48	15528.28	298.15	0.045762375455495274	13.644052242055915	-27.835947757944083
1xg2	-47.38	18627.4	298.15	0.04726378869194129	14.091698598502294	-33.288301401497705
1y76	-30.26	12652.63	298.15	0.04422821422385817	13.186642070843313	-17.07335792915669
2b11	-30.26	47014.23	298.15	0.057426769405090346	17.121791298127686	-13.138208701872315
2b2w	-30.26	24069.08	298.15	0.04962409946978459	14.795425256916275	-15.464574743083727
2bnq	-30.26	38177.68	298.15	0.054715235786858274	16.313347549851795	-13.946652450148207
1xqs	-29.61	38826.07	298.15	0.0549242275707794	16.375658450227878	-13.234341549772122
1ul1	-41.22	79139.03	298.15	0.06558404811147828	19.553883944437246	-21.666116055562753
2a78	-41.22	17057.33	298.15	0.04652020823113316	13.870000084112352	-27.349999915887647
2a9k	-41.22	17045.51	298.15	0.04651448334038943	13.868293207937107	-27.351706792062892
2c5d	-46.93	51856.42	298.15	0.05880456074999235	17.532579787610217	-29.397420212389783
1zsg	-29.25	11306.92	298.15	0.043450305572737	12.954708606511534	-16.295291393488466
1zmy	-46.34	18233.14	298.15	0.04708011241180807	14.036935515580574	-32.30306448441943
1z0k	-29.19	19206.05	298.15	0.04752988305722545	14.171034633511766	-15.018965366488235
1yx6	-23.61	92714.91	298.15	0.0685154327510415	20.42787627472302	-3.1821237252769805
1rjc	-57.72	11423.95	298.15	0.043519733725188525	12.975408610164958	-44.74459138983504
1wve	-46.55	34758.27	298.15	0.053582457887166896	15.975609819058809	-30.574390180941187
2ast	-29.42	24904.34	298.15	0.04996169932646016	14.896080654184097	-14.523919345815905
1wqj	-34.61	9237.48	298.15	0.04215728917152175	12.569195766489209	-22.04080423351079
1yym	-28.67	71922.89	298.15	0.06392294562681725	19.05862623863556	-9.61137376136444
1wa7	-28.64	7379.85	298.15	0.04086635173367768	12.184302769396	-16.455697230604002
2ak4	-28.56	146498.66	298.15	0.07841465232757538	23.3793285914666	-5.180671408533399
1y3c	-60.51	13722.0	298.15	0.044817287201103985	13.362274179009152	-47.14772582099084
1y3b	-54.27	14092.44	298.15	0.04501595950980156	13.421508327847334	-40.84849167215267
1y1k	-54.35	14080.47	298.15	0.04500958094018617	13.419606557316506	-40.930393442683496
1y34	-52.99	13911.91	298.15	0.04491946915945738	13.392739729892217	-39.59726027010778
1y3d	-52.81	13835.16	298.15	0.04487825796254387	13.380452611532453	-39.42954738846755
1y4a	-50.92	13689.67	298.15	0.044799821620546645	13.35706681616598	-37.56293318383402
1y4d	-50.92	13027.66	298.15	0.04443753995665466	13.249052538076587	-37.67094746192342
1zli	-50.72	15449.8	298.15	0.04572249344092724	13.632161419412457	-37.087838580587544
1y33	-50.05	14005.72	298.15	0.044969686703468445	13.407712090639116	-36.64228790936088
1y48	-50.05	13741.66	298.15	0.04482789803040202	13.365437797764361	-36.68456220223564
1wpx	-49.91	23486.47	298.15	0.04938513657419003	14.724178469594756	-35.18582153040524
1zr0	-45.01	27795.29	298.15	0.05108849544182799	15.232034915981014	-29.777965084018984
2bo9	-48.65	42084.98	298.15	0.05594917493871433	16.681246507977676	-31.968753492022323
2hev	-42.86	16241.5	298.15	0.04612029776399927	13.750766778336383	-29.109233221663615
2gng	-31.52	17193.17	298.15	0.046585859037143657	13.88957387192438	-17.63042612807562
2cmr	-58.8	27922.09	298.15	0.05113654276365934	15.24636022498503	-43.553639775014965
2gww	-56.84	15472.37	298.15	0.045733973433306666	13.63558417914038	-43.20441582085962
2nyy	-56.52	71687.96	298.15	0.06386749710267944	19.042094261163875	-37.47790573883613
2a6i	-39.5	19818.51	298.15	0.04780719405184321	14.253714906557052	-25.24628509344295
2nz9	-56.31	144573.13	298.15	0.07809542680962504	23.284151503289706	-33.025848496710296
2a6d	-38.95	41044.48	298.15	0.05562638640151982	16.585007105613133	-22.36499289438687
1zvy	-57.08	11581.45	298.15	0.04361261179935724	13.003100207978362	-44.076899792021635
2cjs	-39.95	20371.02	298.15	0.04805370654464063	14.327212606284604	-25.6227873937154
2a6k	-38.11	40585.1	298.15	0.055482574438231305	16.54212956875866	-21.56787043124134
2d1k	-37.89	27820.0	298.15	0.05109786719078495	15.234829102932531	-22.65517089706747
2f6a	-38.24	63678.26	298.15	0.06191946365464182	18.46128808863146	-19.778711911368543
2dx5	-19.87	10241.95	298.15	0.04280121869198398	12.761183353015022	-7.1088166469849785
2gl7	-36.18	47544.92	298.15	0.057581129781065894	17.167813844224796	-19.012186155775204
2b7c	-36.52	22791.01	298.15	0.04909597235021039	14.637964156215226	-21.882035843784777
2hfg	-52.64	21051.99	298.15	0.04835297904973468	14.416440703678393	-38.22355929632161
2f5z	-51.99	184927.06	298.15	0.0843951556666584	25.162415662014197	-26.827584337985805
2fu5	-52.25	26703.41	298.15	0.050670136912947625	15.107301320595333	-37.14269867940467
2ixq	-35.13	14727.18	298.15	0.04535040325203218	13.521222729593392	-21.608777270406613
1yk0	-51.47	35210.26	298.15	0.05373529355200816	16.02117777253123	-35.44882222746877
2f9z	-34.51	31903.72	298.15	0.052593351234378666	15.680707670529998	-18.82929232947
2b42	-51.2	21290.55	298.15	0.0484566735897886	14.44735723079547	-36.752642769204535
2j1k	-51.13	137795.86	298.15	0.07695459253363829	22.944011763904253	-28.18598823609575
2g2u	-33.69	16966.64	298.15	0.0464762325790819	13.856888743453267	-19.83311125654673
2i32	-33.6	18144.07	298.15	0.0470383426424051	14.024481858833079	-19.575518141166924
2fjg	-50.36	46991.67	298.15	0.05742018818316169	17.119829106809657	-33.24017089319034
2d10	-50.05	62911.57	298.15	0.061726725642587195	18.40382325033737	-31.646176749662626
2b2x	-49.78	51959.04	298.15	0.05883304770571436	17.541073173458734	-32.23892682654127
2iy0	-45.49	22887.19	298.15	0.049136223242844966	14.649964959854225	-30.84003504014578
2f31	-39.9	12551.16	298.15	0.04417104653862939	13.169597525492351	-26.73040247450765
2hth	-22.71	12216.74	298.15	0.043980981367557855	13.112929594737373	-9.597070405262627
2c0l	-39.74	18505.9	298.15	0.047207393759660404	14.074884449442749	-25.665115550557253
1zv5	-45.66	10849.09	298.15	0.04317518273118062	12.872680731301502	-32.787319268698496
2erj	-62.78	70885.25	298.15	0.06367735143980298	18.985402331777255	-43.79459766822275
2aq2	-45.43	15911.41	298.15	0.045955643515696885	13.701675114205026	-31.728324885794976
2fjh	-45.21	50336.3	298.15	0.05837923184302211	17.40576797399704	-27.80423202600296
2fdb	-38.87	29818.94	298.15	0.05184268847921427	15.456897570077734	-23.41310242992226
2ftm	-61.62	11935.29	298.15	0.04381899562196906	13.064633544690073	-48.55536645530992
2den	-27.22	7013.48	298.15	0.04059319026544884	12.10285967764357	-15.117140322356429
1yrt	-51.37	19284.84	298.15	0.04756580314133117	14.181744206587888	-37.18825579341211
2i5y	-48.91	71629.7	298.15	0.06385373243824083	19.0379903264615	-29.872009673538496
2g45	-31.68	20604.53	298.15	0.04815688519542931	14.357975321017246	-17.322024678982753
2fyl	-31.69	10404.44	298.15	0.04290236567455751	12.79134032586932	-18.89865967413068
2hd5	-31.69	15749.48	298.15	0.04587424580885656	13.677406387910581	-18.012593612089418
2dd8	-43.94	28450.32	298.15	0.05133553655289691	15.305690223246213	-28.634309776753785
2j12	-43.94	14397.81	298.15	0.045177778493574086	13.469754657859113	-30.470245342140885
2hwn	-49.65	12000.77	298.15	0.04385685101312704	13.075920129563826	-36.57407987043617
2few	-13.88	12217.77	298.15	0.04398157072721087	13.11310531231792	-0.7668946876820808
2a24	-25.82	10610.8	298.15	0.04302968917511082	12.82930182755929	-12.99069817244071
2dsr	-37.09	12435.26	298.15	0.04410546560734526	13.150044570829989	-23.939955429170013
2dsp	-31.52	8971.93	298.15	0.04198127205266619	12.516716262502424	-19.003283737497576
2bdn	-64.71	23709.42	298.15	0.049476927889171844	14.751546050156584	-49.95845394984341
2aze	-30.31	18445.42	298.15	0.04717925260306745	14.066494163604558	-16.243505836395443
2hle	-42.23	15784.09	298.15	0.0458916783254633	13.682603892736882	-28.547396107263115
2h4m	-42.1	74459.88	298.15	0.06451605539455516	19.235461915886617	-22.864538084113384
2arp	-36.34	16334.53	298.15	0.04616639972288203	13.764512077377276	-22.575487922622727
1yk1	-41.89	34815.69	298.15	0.05360192873474539	15.981415052264337	-25.908584947735662
2fju	-30.11	38197.19	298.15	0.05472155011321094	16.31523016625384	-13.794769833746159
2aq1	-47.14	60460.7	298.15	0.061102591531896504	18.217737665234942	-28.92226233476506
2dsq	-35.76	22465.91	298.15	0.048959286906421345	14.597211391149523	-21.162788608850477
2g2w	-35.59	17077.52	298.15	0.04652998245613104	13.87291426929547	-21.717085730704532
2es4	-47.38	48874.09	298.15	0.05796400257473883	17.28196736765838	-30.098032632341624
2i60	-46.83	71264.89	298.15	0.06376741387787936	19.01225444768973	-27.817745552310267
2c7m	-29.64	8370.85	298.15	0.04157296850423434	12.394980559537467	-17.245019440462535
2c7n	-29.64	44653.96	298.15	0.05672944743162492	16.91388475173897	-12.726115248261031
2hsq	-46.69	16177.25	298.15	0.04608838090051326	13.741250765488028	-32.94874923451197
2ftl	-75.47	11927.54	298.15	0.043814508315535516	13.063295654276914	-62.406704345723085
2f4m	-41.02	18579.54	298.15	0.04724159621380805	14.085081911146869	-26.934918088853134
2aq3	-29.22	61438.68	298.15	0.061353131900976014	18.292436276275996	-10.927563723724003
1zvh	-40.84	11485.18	298.15	0.043555916789358065	12.986196590747106	-27.853803409252897
2iy1	-34.84	31510.43	298.15	0.05245366072603752	15.639058945468086	-19.200941054531917
2bwe	-23.38	54526.04	298.15	0.059536699883365435	17.750867070225404	-5.629132929774595
2a9h	-34.51	17634.42	298.15	0.04679734264697842	13.952627710196616	-20.557372289803382
2gh0	-40.22	29420.54	298.15	0.05169628170908555	15.413246391563856	-24.806753608436143
1zgu	-22.88	11169.37	298.15	0.043368242966074486	12.930241640335106	-9.949758359664893
2hrk	-45.92	15273.61	298.15	0.04563258647825113	13.605355658490573	-32.31464434150943
2g9h	-39.95	28302.16	298.15	0.05127990977424481	15.28910509919109	-24.660894900808913
2j7p	-45.66	44125.79	298.15	0.05657089836644595	16.86661334795586	-28.793386652044138
2j0t	-53.64	41689.69	298.15	0.055827021508489894	16.64482646275626	-36.995173537243744
2abz	-48.82	32892.31	298.15	0.052940727102687914	15.7842777856664	-33.0357222143336
2o3b	-65.61	16617.59	298.15	0.04630587133519702	13.806095538588991	-51.80390446141101
1yvb	-46.73	17651.28	298.15	0.0468053705701481	13.955021235489655	-32.774978764510344
2j8x	-46.21	26685.4	298.15	0.050663165294794504	15.10522273264298	-31.104777267357022
2p5e	-58.9	37693.41	298.15	0.054557983630583354	16.266462819458425	-42.63353718054157
2omy	-38.24	23405.02	298.15	0.049351493999172255	14.714147935853207	-23.525852064146797
2uzi	-53.97	16791.0	298.15	0.046390729086895434	13.831395877257872	-40.13860412274212
2qxv	-36.64	15560.55	298.15	0.04577874519725824	13.648932880562544	-22.991067119437457
2oin	-35.92	15947.46	298.15	0.04597370839849031	13.707061159009886	-22.212938840990116
2odg	-35.55	13019.44	298.15	0.04443298444535987	13.247694312384043	-22.302305687615956
2j4w	-52.64	21926.56	298.15	0.04873032194063946	14.528945486601655	-38.111054513398344
2omu	-52.64	23154.16	298.15	0.04924750789063353	14.683144477592386	-37.956855522407615
2r0k	-52.64	28522.84	298.15	0.0513627114383919	15.313792415356543	-37.326207584643456
2j6e	-35.51	58510.21	298.15	0.06059678675939681	18.06693197231416	-17.44306802768584
2oje	-35.51	56899.29	298.15	0.060172647215648814	17.94047476734569	-17.569525232654307
2o98	-51.77	29080.38	298.15	0.05157049095407891	15.375741877958626	-36.39425812204138
2gox	-51.92	29395.67	298.15	0.05168710953538991	15.4105117079765	-36.509488292023505
2i9b	-51.47	75153.25	298.15	0.06467638966213178	19.28326557776459	-32.18673442223541
2ifg	-51.63	49246.37	298.15	0.05807030316900763	17.313660889839625	-34.31633911016038
2nyz	-51.63	38075.85	298.15	0.05468225273349254	16.3035136524908	-35.3264863475092
2pkg	-34.1	61302.5	298.15	0.06131836521914897	18.282070590089265	-15.817929409910736
2i25	-51.37	22424.62	298.15	0.048941856297628275	14.59201445513787	-36.777985544862126
2qej	-51.13	38878.47	298.15	0.05494104087643496	16.38067133730908	-34.74932866269092
2omv	-50.92	23218.38	298.15	0.04927418169469199	14.691097272272415	-36.228902727727586
2ot3	-32.79	19212.25	298.15	0.04753271228304394	14.171878167189549	-18.618121832810452
2pms	-45.59	43085.61	298.15	0.05625585191914366	16.772682249692682	-28.81731775030732
2omt	-39.95	23091.54	298.15	0.04922146300363216	14.675379194532926	-25.274620805467077
2q7n	-62.78	63622.11	298.15	0.06190538763281211	18.457091322722928	-44.32290867727707
2qc1	-62.78	15569.96	298.15	0.04578351545125483	13.650355131791626	-49.12964486820837
2nup	-28.54	67538.34	298.15	0.06287268531775278	18.74549112748799	-9.794508872512008
2nut	-28.54	67958.13	298.15	0.06297468847464674	18.775903368715923	-9.764096631284076
2omw	-28.54	23274.98	298.15	0.04929765996176738	14.698097317600944	-13.841902682399056
2qiy	-39.52	15025.35	298.15	0.04550501854239459	13.567321278414946	-25.95267872158506
2omx	-39.5	23121.29	298.15	0.049233841010053084	14.679069697147327	-24.820930302852673
2noj	-45.01	57287.57	298.15	0.06027542105404977	17.971116787264936	-27.038883212735062
2rf9	-27.89	28171.86	298.15	0.0512308680934153	15.274483322051772	-12.615516677948229
2r0l	-44.72	29840.46	298.15	0.05185056887131317	15.45924710898202	-29.26075289101798
2q0o	-44.67	31297.11	298.15	0.05237752801361223	15.616359977258485	-29.05364002274152
2h64	-39.12	18335.54	298.15	0.04712800747314176	14.051215428117215	-25.06878457188278
2r9p	-27.7	47700.22	298.15	0.05762613834758669	17.18123314833297	-10.518766851667028
2jcc	-27.47	77780.2	298.15	0.06527723345161862	19.46240715360009	-8.007592846399909
2oor	-44.58	37409.94	298.15	0.05446546627391352	16.238878769567314	-28.341121230432684
2phe	-27.53	9429.46	298.15	0.04228297032480336	12.60666760234012	-14.92333239765988
2ij0	-55.62	28213.51	298.15	0.05124655642686598	15.279160798670091	-40.340839201329906
2p4a	-55.62	23168.11	298.15	0.04925330517080119	14.684872936674374	-40.93512706332562
2jgz	-17.12	24438.63	298.15	0.049774177100450984	14.840170902499459	-2.279829097500542
2p5t	-51.37	65187.2	298.15	0.062295436210090115	18.573384306038367	-32.79661569396163
2v2w	-32.29	37690.69	298.15	0.05455709754836675	16.266198634045544	-16.023801365954455
2p1l	-32.18	30009.48	298.15	0.05191236363334635	15.477671217282213	-16.702328782717785
2oza	-49.1	31158.73	298.15	0.052328002149767	15.601593840953031	-33.49840615904697
2h62	-31.78	19717.32	298.15	0.047761675596632205	14.240143579135891	-17.539856420864112
2i3t	-31.78	60921.03	298.15	0.061220770009722696	18.252972578398822	-13.52702742160118
2ot8	-43.94	74073.15	298.15	0.06442630389687513	19.20870250685332	-24.731297493146677
2ra3	-61.07	24062.41	298.15	0.04962138017571649	14.794614499389871	-46.27538550061013
2v8s	-26.58	13823.24	298.15	0.04487184722890872	13.378541251299133	-13.201458748700865
2p49	-43.6	11961.32	298.15	0.04383405652728078	13.069123953608763	-30.53087604639124
2j8s	-43.11	129376.27	298.15	0.07549747597394828	22.509572461632676	-20.600427538367324
2v6x	-25.99	8404.92	298.15	0.041596496022506105	12.401995289110195	-13.588004710889804
2yvj	-20.16	38633.91	298.15	0.05486247292607877	16.357246302910383	-3.802753697089617
2hqw	-49.65	8657.19	298.15	0.041769241266963644	12.45349928374521	-37.19650071625479
2iou	-31.16	109182.85	298.15	0.07179623906525562	21.40604867730596	-9.75395132269404
2i3s	-31.07	45738.84	298.15	0.05705219843192046	17.010112962477084	-14.059887037522916
2iyb	-31.07	34820.81	298.15	0.0536036641223349	15.98193245807415	-15.08806754192585
2jix	-42.94	85984.39	298.15	0.06709110729002303	20.003213638520364	-22.936786361479633
2psm	-60.06	18853.66	298.15	0.04736832058663128	14.122864782904115	-45.937135217095886
2j8u	-25.67	77446.1	298.15	0.06520138633633624	19.43979333617865	-6.2302066638213525
2iwg	-42.42	37627.14	298.15	0.05453638604195817	16.26002349840983	-26.159976501590172
2z3q	-59.48	21499.94	298.15	0.04854721111110778	14.474350992776785	-45.00564900722321
2z3r	-59.48	77175.89	298.15	0.06513992373355412	19.42146826115916	-40.05853173884084
2pop	-30.69	37608.88	298.15	0.05453043171246687	16.258248215071994	-14.431751784928007
2z8w	-47.53	40803.57	298.15	0.055551068862182654	16.562551181259757	-30.967448818740245
2uwe	-30.41	76482.15	298.15	0.06498162946462042	19.374272824876577	-11.035727175123423
2z8v	-47.48	40676.39	298.15	0.055511217924669926	16.55066962424034	-30.92933037575966
2omz	-36.52	23655.64	298.15	0.04945482562245161	14.744956259333946	-21.775043740666057
2ihs	-42.23	20856.73	298.15	0.04826766761247861	14.391005098660496	-27.8389949013395
2ptt	-30.81	11453.97	298.15	0.043537485734064504	12.980701371611332	-17.829298628388667
2j59	-41.44	78128.73	298.15	0.06535618305190763	19.485945976926256	-21.95405402307374
2oob	-24.22	6958.33	298.15	0.04055145866693321	12.090417401546135	-12.129582598453863
2r56	-30.26	51409.5	298.15	0.05868016736352841	17.495491899435994	-12.764508100564008
2v3b	-30.26	19727.49	298.15	0.04776625565503323	14.241509123548155	-16.018490876451846
2qho	-24.1	24242.26	298.15	0.04969457184099213	14.816436594391803	-9.283563405608199
2onl	-46.93	64909.94	298.15	0.062226682112808324	18.5528852719338	-28.3771147280662
2ibf	-46.28	15341.42	298.15	0.04566724991822113	13.61569056311763	-32.66430943688237
2qr0	-46.28	192691.51	298.15	0.08552534700476891	25.499382209471847	-20.780617790528154
2j5l	-40.6	21560.0	298.15	0.04857309882599024	14.482069414968988	-26.11793058503101
2v9t	-46.15	15686.21	298.15	0.04584232811173913	13.667890126515022	-32.48210987348497
2pye	-40.46	39214.71	298.15	0.055048659844390876	16.41275793260514	-24.047242067394862
2uyz	-40.45	12950.11	298.15	0.04439450450692903	13.236221518740889	-27.213778481259112
2i26	-45.81	34329.84	298.15	0.05343666870525758	15.932142774472547	-29.877857225527457
3biw	-40.03	108936.16	298.15	0.07174899471843604	21.391962775301703	-18.638037224698298
2v1d	-41.67	38872.63	298.15	0.05493916758835386	16.380112816467705	-25.289887183532297
2o8v	-34.01	17236.9	298.15	0.04660693830903216	13.895858656837937	-20.11414134316206
2uxn	-39.5	39338.43	298.15	0.05508814221898464	16.42452960259027	-23.07547039740973
2g81	-44.9	11769.8	298.15	0.043722856845423985	13.03596976846316	-31.864030231536837
2nz1	-44.2	58946.71	298.15	0.06071070432276017	18.100896493830945	-26.099103506169058
2ijo	-43.49	12676.82	298.15	0.044241808873875535	13.19069531574599	-30.29930468425401
2pw8	-77.64	15429.18	298.15	0.045711997963339995	13.629032192769818	-64.01096780723019
2jod	-36.85	8872.99	298.15	0.04191502580777734	12.496964944588813	-24.35303505541119
2nqd	-59.41	14815.96	298.15	0.04539660222256846	13.534996952658785	-45.87500304734121
2p3f	-59.17	17429.7	298.15	0.04669955688034865	13.923472883875949	-45.24652711612406
2uuy	-47.1	11903.42	298.15	0.043800533323027774	13.05912901026073	-34.040870989739275
3c5t	-54.35	8661.85	298.15	0.04177240841969051	12.454443570330724	-41.89555642966928
2z7f	-46.73	12653.83	298.15	0.04422888892359484	13.186843232569801	-33.5431567674302
2w2n	-40.84	18427.37	298.15	0.047170845057829855	14.06398745399197	-26.776012546008033
3brt	-44.2	12459.88	298.15	0.04411942208449057	13.154205694490864	-31.04579430550914
3brv	-43.54	12147.24	298.15	0.0439411563365454	13.101055761741009	-30.43894423825899
2qur	-37.68	16630.6	298.15	0.046312253063265044	13.807998250812473	-23.872001749187525
3c59	-49.1	8419.54	298.15	0.041606577445569386	12.405001065396512	-36.69499893460349
3ehu	-31.29	40445.76	298.15	0.055438792424169825	16.529075961266233	-14.760924038733766
3bow	-42.78	40255.23	298.15	0.05537880375431435	16.511190339348822	-26.26880966065118
2za4	-56.24	19210.23	298.15	0.0475317905531637	14.171603353425756	-42.06839664657424
2vdb	-56.07	31761.1	298.15	0.05254279485778106	15.665634286847421	-40.40436571315258
3dxc	-38.0	14778.39	298.15	0.04537706864132433	13.529173015410846	-24.470826984589152
2vfx	-37.68	132798.28	298.15	0.07609525441951698	22.687800105178987	-14.992199894821013
3dvu	-38.24	16027.67	298.15	0.04601382902369074	13.719023123413393	-24.52097687658661
3dxe	-36.99	15035.3	298.15	0.04551015151441146	13.568851674021774	-23.42114832597823
3dxd	-36.92	14893.65	298.15	0.04543691679060297	13.547016741118275	-23.372983258881725
2vlp	-70.01	11397.3	298.15	0.04350395497622826	12.970704176162455	-57.03929582383755
2jzn	-18.84	19502.98	298.15	0.047664871355319854	14.211281394588614	-4.628718605411386
1vsq	-18.84	20099.05	298.15	0.047932785617410364	14.291160031830898	-4.548839968169101
2pjy	-35.96	17637.39	298.15	0.04679875709688071	13.953049428434982	-22.00695057156502
