PDB_ID	Prot1_Count	Prot2_Count	Prot3_Count	Prot4_Count	Prot5_Count	Prot6_Count	Prot7_Count	Prot8_Count	Prot9_Count	Prot10_Count	Prot11_Count	Prot12_Count	Prot13_Count	Prot14_Count	Prot15_Count	Prot16_Count
1t0p	174	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1x1w	327	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y6n	137	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1vrc	258	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1z5s	156	78	156	65	0	0	0	0	0	0	0	0	0	0	0	0
1t5z	250	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1za3	426	448	197	0	0	0	0	0	0	0	0	0	0	0	0	0
1yx5	112	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1xwd	177	210	475	0	0	0	0	0	0	0	0	0	0	0	0	0
1xj7	256	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1u5s	71	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1shz	653	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1wrd	98	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zc3	346	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zc4	346	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yyl	602	428	458	48	0	0	0	0	0	0	0	0	0	0	0	0
1x1x	329	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1pk1	130	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1xg2	317	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y76	124	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b11	588	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b2w	352	86	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2bnq	276	100	9	203	241	0	0	0	0	0	0	0	0	0	0	0
1xqs	528	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ul1	974	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a78	170	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a9k	170	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c5d	762	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zsg	65	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zmy	133	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1z0k	337	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yx6	112	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1rjc	123	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1wve	1030	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ast	142	325	69	9	0	0	0	0	0	0	0	0	0	0	0	0
1wqj	80	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yym	600	428	458	50	0	0	0	0	0	0	0	0	0	0	0	0
1wa7	60	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ak4	1104	396	52	816	961	0	0	0	0	0	0	0	0	0	0	0
1y3c	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y3b	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y1k	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y34	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y3d	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y4a	275	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y4d	276	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zli	306	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y33	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1y48	281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1wpx	421	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zr0	446	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bo9	614	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hev	126	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2gng	338	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cmr	195	204	208	0	0	0	0	0	0	0	0	0	0	0	0	0
2gww	259	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2nyy	1267	216	217	0	0	0	0	0	0	0	0	0	0	0	0	0
2a6i	214	219	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2nz9	2534	432	434	0	0	0	0	0	0	0	0	0	0	0	0	0
2a6d	428	437	12	0	0	0	0	0	0	0	0	0	0	0	0	0
1zvy	125	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cjs	319	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a6k	428	434	10	0	0	0	0	0	0	0	0	0	0	0	0	0
2d1k	370	260	29	0	0	0	0	0	0	0	0	0	0	0	0	0
2f6a	1200	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dx5	99	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2gl7	1018	58	40	0	0	0	0	0	0	0	0	0	0	0	0	0
2b7c	437	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hfg	213	220	27	0	0	0	0	0	0	0	0	0	0	0	0	0
2f5z	4715	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fu5	214	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ixq	142	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yk0	788	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f9z	383	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b42	364	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j1k	2184	1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2g2u	265	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i32	308	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fjg	189	422	436	0	0	0	0	0	0	0	0	0	0	0	0	0
2d10	1186	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b2x	364	420	420	0	0	0	0	0	0	0	0	0	0	0	0	0
2iy0	226	76	156	0	0	0	0	0	0	0	0	0	0	0	0	0
2b87	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f31	228	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hth	73	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c0l	292	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zv5	129	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2erj	261	405	390	262	0	0	0	0	0	0	0	0	0	0	0	0
2aq2	110	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fjh	195	425	438	0	0	0	0	0	0	0	0	0	0	0	0	0
2fdb	297	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ftm	223	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2den	46	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yrt	351	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i5y	602	428	447	46	0	0	0	0	0	0	0	0	0	0	0	0
2g45	234	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fyl	81	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hd5	315	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dd8	220	212	192	0	0	0	0	0	0	0	0	0	0	0	0	0
2j12	182	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hwn	167	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2few	144	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fuh	146	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a24	107	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dsr	79	80	60	0	0	0	0	0	0	0	0	0	0	0	0	0
2dsp	91	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bdn	68	214	217	0	0	0	0	0	0	0	0	0	0	0	0	0
2aze	149	101	44	0	0	0	0	0	0	0	0	0	0	0	0	0
2hle	188	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2djy	42	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2h4m	1637	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2arp	105	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yk1	788	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2fju	177	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2aq1	436	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dsq	178	100	131	0	0	0	0	0	0	0	0	0	0	0	0	0
2g2w	265	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2es4	630	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i60	601	428	443	48	0	0	0	0	0	0	0	0	0	0	0	0
2c7m	58	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c7n	324	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hsq	261	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ftl	222	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f4m	295	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2aq3	436	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zvh	127	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2iy1	452	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2bwe	829	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a9h	388	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2gh0	199	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1zgu	139	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hrk	177	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2g9h	178	190	13	213	0	0	0	0	0	0	0	0	0	0	0	0
2j7p	583	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j0t	482	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2abz	600	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2o3b	241	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1yvb	241	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j8x	459	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p5e	276	100	9	194	241	0	0	0	0	0	0	0	0	0	0	0
2omy	461	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2uzi	114	104	166	0	0	0	0	0	0	0	0	0	0	0	0	0
2qxv	352	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2oin	332	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2odg	178	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j4w	34	225	212	0	0	0	0	0	0	0	0	0	0	0	0	0
2omu	462	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2r0k	239	214	213	0	0	0	0	0	0	0	0	0	0	0	0	0
2j6e	419	436	429	0	0	0	0	0	0	0	0	0	0	0	0	0
2oje	354	380	26	428	0	0	0	0	0	0	0	0	0	0	0	0
2o98	471	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2gox	594	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i9b	488	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ifg	694	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2nyz	742	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pkg	1158	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i25	231	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qej	420	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2omv	461	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pon	23	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ot3	253	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pms	662	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ju0	175	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2omt	462	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2q7n	960	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qc1	74	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2nup	699	731	137	0	0	0	0	0	0	0	0	0	0	0	0	0
2nut	708	729	135	0	0	0	0	0	0	0	0	0	0	0	0	0
2omw	461	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qiy	267	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2omx	462	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2noj	1112	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2rf9	549	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2r0l	214	220	239	10	0	0	0	0	0	0	0	0	0	0	0	0
2q0o	470	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2h64	105	92	94	0	0	0	0	0	0	0	0	0	0	0	0	0
2r9p	896	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jcc	550	200	18	388	474	0	0	0	0	0	0	0	0	0	0	0
2oor	742	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2phe	132	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2rmk	192	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ij0	385	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p4a	248	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jgz	288	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p5t	33	373	973	0	0	0	0	0	0	0	0	0	0	0	0	0
2v2w	552	200	18	0	0	0	0	0	0	0	0	0	0	0	0	0
2p1l	564	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2oza	332	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2h62	207	84	93	0	0	0	0	0	0	0	0	0	0	0	0	0
2i3t	1336	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ot8	1637	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ra3	448	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2v8s	137	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p49	119	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j8s	3117	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2v6x	80	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2yvj	803	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hqw	138	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2iou	2256	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i3s	994	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2iyb	451	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jix	642	649	651	0	0	0	0	0	0	0	0	0	0	0	0	0
2psm	234	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j8u	550	200	18	388	474	0	0	0	0	0	0	0	0	0	0	0
2iwg	414	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2z3q	231	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2z3r	933	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vda	828	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pop	651	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2z8w	670	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2uwe	550	18	200	388	474	0	0	0	0	0	0	0	0	0	0	0
2z8v	670	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2omz	466	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ihs	398	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jt4	71	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ptt	103	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2j59	990	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2oob	44	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2r56	318	422	442	0	0	0	0	0	0	0	0	0	0	0	0	0
2v3b	381	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qho	295	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2onl	677	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ibf	258	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qr0	1704	1728	768	0	0	0	0	0	0	0	0	0	0	0	0	0
2j5l	34	212	225	0	0	0	0	0	0	0	0	0	0	0	0	0
2v9t	107	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pye	276	100	9	195	242	0	0	0	0	0	0	0	0	0	0	0
2uyz	156	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2px9	217	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2i26	349	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3biw	2132	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2v1d	666	133	16	0	0	0	0	0	0	0	0	0	0	0	0	0
2o8v	229	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2uxn	664	133	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2g81	223	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2nz1	1113	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ijo	41	168	56	0	0	0	0	0	0	0	0	0	0	0	0	0
2pw8	27	251	61	0	0	0	0	0	0	0	0	0	0	0	0	0
2jod	106	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2nqd	109	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p3f	235	51	74	0	0	0	0	0	0	0	0	0	0	0	0	0
2uuy	223	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c5t	104	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2z7f	218	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2w2n	93	273	49	0	0	0	0	0	0	0	0	0	0	0	0	0
3brt	82	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3brv	81	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qur	338	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c59	103	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ehu	882	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bow	680	174	65	0	0	0	0	0	0	0	0	0	0	0	0	0
2za4	217	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vdb	574	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dxc	253	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vfx	2438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2k05	136	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dvu	261	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2roz	32	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dxe	254	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dxd	254	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vlp	82	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jti	294	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jzn	266	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1vsq	264	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pjy	112	108	79	0	0	0	0	0	0	0	0	0	0	0	0	0
3ddc	166	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vof	287	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vlo	90	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2z34	304	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c4m	938	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f5c	243	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dbr	2056	1725	317	0	0	0	0	0	0	0	0	0	0	0	0	0
3b2u	1704	1729	1551	0	0	0	0	0	0	0	0	0	0	0	0	0
2v51	703	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qja	208	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2voi	150	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2v4z	316	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jjt	227	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jjs	235	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jki	651	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dbh	2083	1726	314	0	0	0	0	0	0	0	0	0	0	0	0	0
2vln	80	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2v52	360	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c8k	274	99	8	125	0	0	0	0	0	0	0	0	0	0	0	0
2vwe	196	428	438	0	0	0	0	0	0	0	0	0	0	0	0	0
2p45	124	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p46	240	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p48	124	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p47	123	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e3q	1400	72	872	888	0	0	0	0	0	0	0	0	0	0	0	0
3ch5	193	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3eg5	356	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3eab	527	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ver	143	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2rms	71	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2q5d	1716	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p8q	873	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2rnr	62	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2z58	318	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2k6d	62	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2otk	25	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2w2m	92	277	49	0	0	0	0	0	0	0	0	0	0	0	0	0
3d5r	594	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2voh	155	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dgc	282	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d5o	1020	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3eba	122	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e2u	289	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qj9	207	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2k3s	119	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3eoy	965	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2oqj	844	896	74	0	0	0	0	0	0	0	0	0	0	0	0	0
2p44	119	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bpo	98	198	286	0	0	0	0	0	0	0	0	0	0	0	0	0
2jy6	76	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bn3	180	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vog	145	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vlq	84	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bk3	208	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p43	124	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2p42	248	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b9f	44	253	356	0	0	0	0	0	0	0	0	0	0	0	0	0
3eo1	860	864	448	0	0	0	0	0	0	0	0	0	0	0	0	0
3be1	583	213	216	0	0	0	0	0	0	0	0	0	0	0	0	0
3bgf	357	422	432	0	0	0	0	0	0	0	0	0	0	0	0	0
3d5s	594	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b2v	213	217	375	0	0	0	0	0	0	0	0	0	0	0	0	0
3bdy	216	217	95	0	0	0	0	0	0	0	0	0	0	0	0	0
3blh	291	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ech	264	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bky	226	213	17	0	0	0	0	0	0	0	0	0	0	0	0	0
3d7u	514	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cx8	319	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2k42	72	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vsm	413	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2k2u	115	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2efh	492	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2rgn	648	653	345	0	0	0	0	0	0	0	0	0	0	0	0	0
3c66	1058	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d2u	560	198	367	18	0	0	0	0	0	0	0	0	0	0	0	0
3bp8	761	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dvm	140	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c4p	265	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cqx	753	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c4o	265	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e2h	175	9	109	110	0	0	0	0	0	0	0	0	0	0	0	0
3cx6	320	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2qjb	207	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2jtt	180	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vlr	552	200	18	398	480	0	0	0	0	0	0	0	0	0	0	0
3c09	386	407	382	0	0	0	0	0	0	0	0	0	0	0	0	0
2vyr	344	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ejj	293	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bpn	126	199	295	0	0	0	0	0	0	0	0	0	0	0	0	0
3cqc	247	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cqg	225	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2k5b	210	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ve7	549	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vlj	276	100	9	199	240	0	0	0	0	0	0	0	0	0	0	0
3beg	348	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cx7	319	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bpl	126	202	194	0	0	0	0	0	0	0	0	0	0	0	0	0
3chw	360	139	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2efd	492	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c9a	415	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2vay	146	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d7t	249	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2v5q	570	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3crk	740	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dbl	2081	1726	314	0	0	0	0	0	0	0	0	0	0	0	0	0
3dvg	210	221	75	76	0	0	0	0	0	0	0	0	0	0	0	0
2qna	744	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bik	212	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bs5	83	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dvn	424	434	150	152	0	0	0	0	0	0	0	0	0	0	0	0
3bh6	161	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bx1	538	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
