pdb_id	delta_G	complex_count	mean_nearest_opposite_A	mean_nonpolar_to_nonpolar_cross_A	mean_nonpolar_to_charged_cross_A	avg_bfactor_total	avg_bfactor_interface	N	n_pos	n_neg	net_charge	n_ARG	n_LYS	n_ASP	n_GLU	anisotropy_ratio	min_pos_neg	count_pos_neg_leq_cutoff	mean_nn_dist_all
1mzw	-32.57	204	10.441526	6.082916	9.496174	12.94	10.94	10.0	6.0	4.0	2.0	3.0	3.0	0.0	4.0	5.887205548516818	0.7569573045046316	0.0	0.7856997619527519
1oqe	-39.74	1681	7.548912	7.691445	9.069415	40.45	54.4	95.0	52.0	43.0	9.0	52.0	0.0	36.0	7.0	24.336190661964334	0.1066576956890819	7.0	0.1215602510573045
1nys	-45.66	343	11.732553	7.306615	9.01768	76.94	65.4	19.0	9.0	10.0	-1.0	3.0	6.0	5.0	5.0	3.4633291822622687	0.3252877497270231	1.0	0.5075330700632935
1nyu	-45.66	320	11.18172	7.363365	9.356263	95.7	78.97	17.0	9.0	8.0	1.0	3.0	6.0	5.0	3.0	3.5532751303908947	0.3499865085693979	1.0	0.4604612294068677
1p9d	-27.91	110	13.667561	7.1806	11.014099	0.0	0.0	11.0	5.0	6.0	-1.0	1.0	4.0	2.0	4.0	3.96511050039987	0.4414444363185819	1.0	0.702634752786202
1uad	-39.17	530	8.863	7.944015	7.48444	45.5	36.61	26.0	11.0	15.0	-4.0	6.0	5.0	5.0	10.0	7.177286815632254	0.3989709258857392	0.0	0.479687301445648
1otr	-21.74	125	8.272172	7.038899	9.056465	0.0	0.0	11.0	7.0	4.0	3.0	3.0	4.0	4.0	0.0	4.379002122928701	0.5796639107019146	0.0	0.622002815960347
1pjm	-38.5	447	9.199227	7.809679	8.068372	46.53	45.36	15.0	8.0	7.0	1.0	4.0	4.0	4.0	3.0	10.362665577067457	0.3934848732381075	0.0	0.4636660998573569
1o9a	-34.25	117	10.21656	8.344123	8.817143	0.0	0.0	19.0	11.0	8.0	3.0	4.0	7.0	3.0	5.0	14.301606141364111	0.3263614607565787	0.0	0.4484982662200231
1m5n	-49.53	513	10.129723	10.185179	10.025437	61.37	60.95	20.0	9.0	11.0	-2.0	1.0	8.0	3.0	8.0	8.135875133327906	0.3947625351059595	0.0	0.5007086615735026
1psb	-26.82	234	9.357344	7.250441	6.965366	0.0	0.0	32.0	14.0	18.0	-4.0	6.0	8.0	0.0	18.0	16.384464598852162	0.2054736844796728	1.0	0.2369238871171674
1pjn	-43.71	447	9.24671	13.076426	7.243281	51.37	53.9	24.0	14.0	10.0	4.0	4.0	10.0	5.0	5.0	8.532826703623462	0.3097949490164586	3.0	0.4699581605766654
1h1v	-43.6	695	11.692326	7.88928	8.905758	28.81	15.94	13.0	5.0	8.0	-3.0	2.0	3.0	3.0	5.0	6.804368465219178	0.3230977272796355	1.0	0.4706615182559354
1q0w	-20.31	100	10.095662	6.586594	8.747665	0.0	0.0	11.0	6.0	5.0	1.0	3.0	3.0	1.0	4.0	3.3374137411156832	0.6123361155431725	0.0	0.7697577245780486
1r0r	-60.11	325	14.37753	6.348025	10.066075	15.67	15.28	5.0	2.0	3.0	-1.0	1.0	1.0	1.0	2.0	13.23025191875976	0.5326740070487807	1.0	0.7843863052126929
1lp1	-32.53	109	12.926479	7.843027	9.327079	60.87	57.97	11.0	8.0	3.0	5.0	2.0	6.0	2.0	1.0	8.588824786034861	0.4503165898465623	1.0	0.6585213226241756
1ozs	-25.73	93	11.213775	7.122346	9.476662	0.0	0.0	9.0	5.0	4.0	1.0	2.0	3.0	2.0	2.0	8.247393778104657	0.7585327442112456	0.0	0.7612528034083879
1mq8	-31.52	722	8.993889	7.505747	9.063477	67.02	47.99	12.0	4.0	8.0	-4.0	0.0	4.0	2.0	6.0	7.014272378736153	0.4095259883560081	0.0	0.4332371607139993
1q68	-36.52	67	10.445359	6.447005	10.457934	0.0	0.0	6.0	4.0	2.0	2.0	2.0	2.0	1.0	1.0	16.634186564291173	0.9860155404045728	0.0	1.147700421918458
1oey	-47.93	696	9.049833	7.822636	9.10172	18.05	13.45	51.0	31.0	20.0	11.0	11.0	20.0	13.0	7.0	5.388640497710932	0.1843587711855722	0.0	0.2087389980512328
1h0t	-29.8	116	8.959874	7.928829	9.043293	0.0	0.0	16.0	8.0	8.0	0.0	2.0	6.0	5.0	3.0	3.9857769830436807	0.4566946727881119	2.0	0.5634859608670418
1pvh	-40.51	740	11.913446	7.228288	11.044374	53.74	39.5	14.0	6.0	8.0	-2.0	4.0	2.0	4.0	4.0	216.6685759184815	0.1274668043768598	2.0	0.1527308243344025
1oc0	-51.37	401	8.652354	8.177957	9.169066	26.5	25.4	9.0	3.0	6.0	-3.0	2.0	1.0	4.0	2.0	9.392694703879751	0.7151986802168204	0.0	0.8572854899136311
1nvu	-31.07	801	10.965439	8.78614	9.391574	35.09	37.75	49.0	24.0	25.0	-1.0	14.0	10.0	11.0	14.0	7.853733366326857	0.2089172665780985	2.0	0.2827739695598715
1nf3	-41.67	634	15.110251	6.774432	10.312146	28.38	23.87	18.0	9.0	9.0	0.0	5.0	4.0	8.0	1.0	53.60382753417559	0.1343148245395446	2.0	0.2337896986937579
1oph	-47.38	598	12.131529	7.646251	8.840497	41.48	32.32	7.0	3.0	4.0	-1.0	2.0	1.0	3.0	1.0	33.174337014246824	0.539162178673315	0.0	0.6498036068467427
1nw9	-45.01	329	20.867672	6.87931	15.483793	49.22	49.08	9.0	6.0	3.0	3.0	0.0	6.0	1.0	2.0	24.482377952114103	0.3899690700469009	0.0	0.6539245596829334
1pxv	-54.27	588	8.618589	6.762647	11.333355	32.46	26.12	27.0	12.0	15.0	-3.0	8.0	4.0	13.0	2.0	16.083607432776645	0.2151356157151873	2.0	0.2750905517199777
1mcv	-40.0	268	12.302443	7.754603	9.640644	12.75	10.41	7.0	3.0	4.0	-1.0	3.0	0.0	3.0	1.0	2.3643223641810267	0.5817678638638211	1.0	1.0001256065401842
1oyv	-45.92	652	17.097733	6.57275	11.407842	32.1	33.95	12.0	6.0	6.0	0.0	1.0	5.0	3.0	3.0	21.246995138506257	0.3549199212808791	0.0	0.5517735751440026
1rpq	-44.5	746	8.264826	7.435736	9.660383	69.33	52.4	27.0	12.0	15.0	-3.0	8.0	4.0	11.0	4.0	11.47633026504696	0.2825832586075937	0.0	0.2159375599926311
1xxf	-39.95	750	10.073705	7.158283	7.74185	47.89	47.14	60.0	34.0	26.0	8.0	13.0	21.0	15.0	11.0	7.49963994802487	0.172773426638992	5.0	0.2738816584461576
1rv6	-39.16	373	17.140442	7.365129	11.787694	11.65	9.22	16.0	9.0	7.0	2.0	5.0	4.0	2.0	5.0	7.559455608115966	0.2141746895890912	0.0	0.2162400434197598
1xx9	-50.36	749	10.833797	7.365838	7.745618	39.21	36.01	53.0	29.0	24.0	5.0	11.0	18.0	14.0	10.0	9.08132897426336	0.1774947492549711	6.0	0.2753126872189924
1xu1	-48.69	524	11.027979	7.572754	9.044253	19.24	16.81	35.0	18.0	17.0	1.0	15.0	3.0	17.0	0.0	5.415795980859246	0.2350214540952415	3.0	0.2651178039029678
1xxd	-37.23	747	10.153029	7.69127	7.885424	40.9	41.43	54.0	31.0	23.0	8.0	11.0	20.0	13.0	10.0	8.748904517846992	0.1831844088362773	5.0	0.2711757811002133
1ry7	-37.89	364	11.149981	7.138868	9.631411	40.42	22.87	21.0	13.0	8.0	5.0	5.0	8.0	4.0	4.0	6.972246847814299	0.3283160198695196	2.0	0.4384993214310896
1u0s	-37.89	204	10.947495	7.215642	8.987627	26.9	27.25	11.0	7.0	4.0	3.0	2.0	5.0	2.0	2.0	2.2756149965375614	0.5502981694989093	0.0	0.759296185890383
1xqh	-38.24	510	6.897659	8.164363	6.923677	6.77	9.05	16.0	8.0	8.0	0.0	2.0	6.0	6.0	2.0	121.43134285455096	0.1109627969346731	2.0	0.1592326396222746
1pd7	-37.23	109	12.979086	6.163793	10.327467	0.0	0.0	13.0	4.0	9.0	-5.0	2.0	2.0	2.0	7.0	5.390228184741504	0.4843497270753948	0.0	0.5516165544762849
1xd3	-37.23	606	10.542484	7.74996	9.000689	16.56	15.42	33.0	14.0	19.0	-5.0	9.0	5.0	4.0	15.0	9.431960565692822	0.2107820232388019	5.0	0.2972851333656367
1t6b	-53.64	846	10.098049	6.792977	8.570209	22.35	20.52	16.0	7.0	9.0	-2.0	3.0	4.0	3.0	6.0	6.95350716258199	0.4194990340999396	1.0	0.5499836216426166
1us7	-32.79	401	10.564909	6.792825	8.228401	36.57	22.33	10.0	5.0	5.0	0.0	2.0	3.0	2.0	3.0	12.479241132098233	0.386674377596442	2.0	0.5818524401379884
1xr0	-28.54	151	8.306085	6.385699	10.642873	0.0	0.0	16.0	8.0	8.0	0.0	5.0	3.0	5.0	3.0	4.195389089328245	0.3671281440051167	2.0	0.4575710160311583
1sv0	-45.4	319	6.852032	6.783036	8.17203	39.71	32.59	16.0	10.0	6.0	4.0	6.0	4.0	4.0	2.0	22.890106586646404	0.1875571689711237	3.0	0.2312111259238234
1vet	-45.05	240	10.703911	6.513895	10.834589	39.29	33.44	9.0	6.0	3.0	3.0	1.0	5.0	2.0	1.0	11.12808668715863	0.3889995321853897	2.0	0.6258189785842524
1veu	-45.05	237	12.865265	6.978626	12.009858	31.1	26.59	11.0	6.0	5.0	1.0	1.0	5.0	2.0	3.0	17.435996538029734	0.3263856633721782	2.0	0.485168144279322
1q5w	-22.26	107	8.999485	6.726083	11.242191	0.0	0.0	4.0	3.0	1.0	2.0	2.0	1.0	0.0	1.0	638.0493972402209	1.2652440355522614	0.0	1.3427668767140717
1tdq	-45.21	397	10.914774	7.755569	11.835032	34.09	24.46	10.0	6.0	4.0	2.0	6.0	0.0	2.0	2.0	3.6165038109151233	0.4505627101386127	1.0	0.6316143709005909
1r8u	-45.01	150	11.761373	6.776657	10.026139	0.0	0.0	20.0	9.0	11.0	-2.0	3.0	6.0	6.0	5.0	5.67985133211312	0.262355937024786	4.0	0.4105008452866552
1syq	-44.71	284	19.719702	6.286751	15.644699	55.18	46.92	4.0	3.0	1.0	2.0	1.0	2.0	0.0	1.0	332.7207603935841	0.5329495550811542	0.0	1.0004790914107546
1sb0	-27.53	112	11.610645	6.85359	8.384443	10.0	10.0	12.0	6.0	6.0	0.0	2.0	4.0	1.0	5.0	9.14101868028954	0.4177284861545547	0.0	0.5604394516397614
1tzn	-55.76	10262	10.233098	7.871084	8.510879	65.12	88.5	252.0	112.0	140.0	-28.0	42.0	70.0	56.0	84.0	81.8514023348441	0.0366770913502713	0.0	0.0446864191306014
1sg1	-38.42	361	8.308828	7.321088	8.556875	50.28	43.01	21.0	8.0	13.0	-5.0	5.0	3.0	9.0	4.0	18.54494807208949	0.2222838991226519	2.0	0.2897503319466072
1t44	-34.25	502	10.69425	7.756681	8.490973	16.54	17.21	28.0	10.0	18.0	-8.0	5.0	5.0	9.0	9.0	11.511743214934778	0.2652492212160913	2.0	0.370048491563729
1th1	-49.53	1127	13.08233	7.958864	9.776056	49.54	53.26	61.0	37.0	24.0	13.0	19.0	18.0	12.0	12.0	39.49036361767113	0.1215657124985299	1.0	0.2223207879686667
1xt9	-38.24	284	8.572659	6.458592	8.130591	35.22	28.83	18.0	7.0	11.0	-4.0	3.0	4.0	6.0	5.0	2.3468730094626014	0.3586863670274655	1.0	0.5341215641857238
1vyt	-43.94	611	9.825634	6.398928	9.365228	51.79	47.37	24.0	10.0	14.0	-4.0	4.0	6.0	8.0	6.0	53.71583566107294	0.1164074903051528	1.0	0.148955535212658
1w1w	-20.46	1539	10.857739	7.351748	10.292367	66.37	61.94	67.0	36.0	31.0	5.0	21.0	15.0	11.0	20.0	16.25608842352312	0.1212034125772051	10.0	0.148193199544848
1u7v	-37.26	598	11.899885	8.085892	9.114297	67.79	73.74	36.0	18.0	18.0	0.0	14.0	4.0	10.0	8.0	6.231323413438373	0.276356679366109	2.0	0.3617922010361746
1usu	-31.29	378	8.07268	9.128956	9.385736	48.65	47.85	16.0	9.0	7.0	2.0	1.0	8.0	4.0	3.0	18.251713337693975	0.3866502007100675	0.0	0.4437678203528495
1usv	-31.29	1569	9.384735	9.228891	9.718824	54.66	58.57	71.0	39.0	32.0	7.0	9.0	30.0	19.0	13.0	43.31553786220108	0.1190246296394103	1.0	0.1562753263309643
1uel	-31.21	143	7.863051	5.776294	9.59497	0.0	0.0	8.0	5.0	3.0	2.0	0.0	5.0	2.0	1.0	11.09658935651484	0.5140900032475313	0.0	0.6528123109761913
1tlh	-20.11	157	9.986755	7.359547	8.117852	0.0	0.0	16.0	9.0	7.0	2.0	6.0	3.0	0.0	7.0	3.851176507266792	0.4453349305198685	0.0	0.5473591368563627
1sq0	-42.94	463	10.564269	7.437595	8.480571	40.53	37.59	26.0	12.0	14.0	-2.0	5.0	7.0	6.0	8.0	6.058541520309915	0.3008459443801112	3.0	0.4141117640567276
1p6a	-42.56	309	10.601296	8.171287	10.801465	44.73	39.81	13.0	5.0	8.0	-3.0	0.0	5.0	6.0	2.0	4.153559256406545	0.4339071914521552	3.0	0.5548936804550352
1rkc	-42.29	284	16.809841	6.560372	10.981272	113.85	124.67	12.0	6.0	6.0	0.0	2.0	4.0	1.0	5.0	24.584639852757185	0.2724356241686805	1.0	0.3693865882649629
1t01	-42.29	279	19.856127	6.219801	16.160765	47.73	42.84	5.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	75.77786316625625	0.3976198216848323	1.0	0.5341721812125308
1oyh	-42.1	826	12.099717	6.404154	9.847823	55.16	50.9	11.0	8.0	3.0	5.0	3.0	5.0	0.0	3.0	9.657836462698414	0.4450632550549634	0.0	0.5952640434967527
1rke	-41.67	438	11.118755	7.591457	8.728888	56.48	51.38	16.0	6.0	10.0	-4.0	3.0	3.0	3.0	7.0	5.777074675540039	0.3079241516856777	1.0	0.477395141878765
1u7f	-41.3	583	12.155635	8.136964	9.07811	64.39	71.02	34.0	17.0	17.0	0.0	13.0	4.0	9.0	8.0	5.261840565042665	0.2768395652906464	2.0	0.3634582616278583
1vg0	-47.38	663	10.093373	7.97663	8.781677	31.93	28.38	16.0	10.0	6.0	4.0	8.0	2.0	3.0	3.0	9.241203162685856	0.3080082618743997	1.0	0.4775609495496943
1ty4	-46.77	362	11.408993	6.21291	8.97923	43.82	37.79	20.0	9.0	11.0	-2.0	5.0	4.0	9.0	2.0	12.628457304562534	0.2533439390941046	1.0	0.3814993144841515
1s4y	-46.59	393	11.312659	7.737896	9.30617	32.75	30.31	26.0	13.0	13.0	0.0	4.0	9.0	6.0	7.0	14.623338801163568	0.2597684074615191	2.0	0.4107486127709074
1u0i	-40.84	42	9.332656	5.939806	7.610036	36.97	36.55	12.0	6.0	6.0	0.0	0.0	6.0	0.0	6.0	5.178377795565077	0.6139468156123195	0.0	0.8622025817620521
1p69	-40.63	309	11.023586	8.186996	11.025452	17.69	15.43	12.0	4.0	8.0	-4.0	0.0	4.0	5.0	3.0	6.437804836846031	0.4653113484136273	2.0	0.7024856627039232
1shy	-40.22	727	7.681143	9.697317	7.643982	55.95	52.83	18.0	10.0	8.0	2.0	6.0	4.0	4.0	4.0	9.034588480133696	0.4264068318698688	1.0	0.5498665580984429
1s1q	-18.84	418	14.904481	7.471056	8.676165	30.66	28.33	12.0	8.0	4.0	4.0	2.0	6.0	2.0	2.0	28.03898123936333	0.1733068618606612	2.0	0.3099981707449554
1nm5	-41.22	892	15.413624	7.942358	11.602182	43.36	37.31	8.0	5.0	3.0	2.0	5.0	0.0	0.0	3.0	3.9408888749703057	0.5711957162402581	0.0	0.7588171810286143
1tm7	-65.53	345	8.930122	8.511323	10.626318	17.35	18.11	6.0	2.0	4.0	-2.0	2.0	0.0	2.0	2.0	13.23938688804465	0.6475785293382571	0.0	0.8631630445930069
1tm1	-65.77	345	9.608944	6.597548	10.493364	16.03	17.76	7.0	3.0	4.0	-1.0	3.0	0.0	2.0	2.0	4.0336959128343866	0.6209827764295462	0.0	0.8534295487594376
1tm5	-61.47	345	8.944349	6.870234	10.310285	15.03	16.57	6.0	2.0	4.0	-2.0	2.0	0.0	2.0	2.0	13.211989789591046	0.6601008785396668	0.0	0.8648896331741748
1tm3	-61.19	345	8.103374	8.360315	8.968383	15.25	17.08	7.0	3.0	4.0	-1.0	2.0	1.0	2.0	2.0	12.556054652365177	0.5910027043404606	0.0	0.7797188356584446
1tm4	-56.43	345	9.061913	6.904532	10.453175	18.85	20.88	6.0	2.0	4.0	-2.0	2.0	0.0	2.0	2.0	13.677809007175204	0.6597390596513925	0.0	0.8649647754774463
1to1	-53.29	345	9.133606	6.868898	10.297782	16.59	17.88	6.0	2.0	4.0	-2.0	2.0	0.0	2.0	2.0	12.808022159176703	0.6835775184744118	0.0	0.8793700782008737
1uuz	-43.39	517	9.78334	7.511892	8.129081	26.47	23.58	31.0	17.0	14.0	3.0	13.0	4.0	8.0	6.0	29.47610395199379	0.2016016185071701	2.0	0.3066312202183833
1te1	-48.34	464	8.158712	7.514131	9.836809	27.73	22.42	11.0	4.0	7.0	-3.0	1.0	3.0	3.0	4.0	8.445887466544324	0.5126909618515628	0.0	0.6422265741987317
1ta3	-45.92	575	13.587022	9.076077	9.89407	10.73	9.55	15.0	5.0	10.0	-5.0	2.0	3.0	5.0	5.0	4.677415446826793	0.3671280756170379	1.0	0.5777012546594532
1zjd	-52.48	294	9.659668	7.250679	7.912323	61.84	53.48	9.0	5.0	4.0	1.0	4.0	1.0	2.0	2.0	3.114437236500495	0.5864870996497815	0.0	0.8261417802424611
1yc0	-49.65	313	7.964618	8.045657	8.43304	28.04	18.11	9.0	3.0	6.0	-3.0	3.0	0.0	6.0	0.0	4.40068958997872	0.6187367951087684	0.0	0.811888038462184
1vyh	-40.51	5280	9.577611	11.768554	9.189854	17.43	17.51	198.0	97.0	101.0	-4.0	58.0	39.0	54.0	47.0	39.06622919578803	0.0506542277527563	27.0	0.0947629250143895
1z7x	-88.68	1172	11.686377	9.562025	8.806802	27.19	32.16	50.0	25.0	25.0	0.0	17.0	8.0	10.0	15.0	8.650698960176452	0.186011536043632	1.0	0.2404339859703323
1zhi	-38.24	320	9.743147	7.288434	9.060035	59.99	40.64	10.0	4.0	6.0	-2.0	3.0	1.0	1.0	5.0	14.728649333486134	0.39741127901955	1.0	0.4994130770714823
1r6q	-36.99	471	12.371802	8.173743	8.709582	27.47	33.69	43.0	21.0	22.0	-1.0	11.0	10.0	5.0	17.0	20.15999718987934	0.210517198034433	0.0	0.2631334355929351
1wlp	-35.35	163	13.358459	6.639432	9.558719	1.7	0.8	13.0	5.0	8.0	-3.0	2.0	3.0	2.0	6.0	6.098924404480784	0.3851046639518959	0.0	0.491933967031915
1zm4	-34.3	3087	10.052305	7.176041	7.943623	52.23	33.1	69.0	39.0	30.0	9.0	26.0	13.0	18.0	12.0	66.51851465094327	0.1200296537568378	2.0	0.1570400248162277
1y8n	-33.86	471	9.724141	8.020385	9.358199	62.34	56.72	8.0	5.0	3.0	2.0	2.0	3.0	1.0	2.0	11.582101330617832	0.6710306327963091	0.0	0.7858144376355712
2c1m	-51.13	470	8.607351	7.427382	7.697787	43.18	47.53	41.0	19.0	22.0	-3.0	8.0	11.0	8.0	14.0	8.712863471896878	0.207930766385012	3.0	0.2950176986999245
1ydi	-49.94	280	21.566139	6.785408	10.420488	14.55	15.32	8.0	3.0	5.0	-2.0	3.0	0.0	1.0	4.0	18.3574024266497	0.5069776541461176	0.0	0.5392540802883723
2b4j	-45.45	444	11.157208	6.693351	8.690478	36.81	33.31	22.0	14.0	8.0	6.0	2.0	12.0	6.0	2.0	15.674118230282764	0.2313659922946674	0.0	0.176710171012086
2b0z	-22.83	402	9.739554	7.714662	7.434519	28.77	25.49	6.0	4.0	2.0	2.0	0.0	4.0	0.0	2.0	9.294583337346385	0.7548868949389964	0.0	1.083342679906501
1v18	-45.66	544	12.817372	7.660389	9.255814	47.18	46.92	24.0	13.0	11.0	2.0	4.0	9.0	5.0	6.0	20.58061652132775	0.2444492688541491	1.0	0.3411201073724535
1z92	-45.66	244	8.126784	8.353575	8.377126	80.93	80.65	17.0	7.0	10.0	-3.0	3.0	4.0	4.0	6.0	21.257410371639097	0.3528858521868623	0.0	0.4337162253770694
2ajf	-45.66	1542	20.855547	8.949674	11.894842	90.96	83.61	22.0	10.0	12.0	-2.0	6.0	4.0	8.0	4.0	130.19322626277588	0.1116209697883517	0.0	0.1627383044901587
2b10	-28.54	804	9.097718	8.994166	12.241465	19.13	23.7	43.0	22.0	21.0	1.0	4.0	18.0	6.0	15.0	2.908586568878321	0.4228086710739556	3.0	0.491331472281414
1wa8	-45.43	194	10.0302	6.236686	9.757315	0.0	0.0	19.0	9.0	10.0	-1.0	3.0	6.0	1.0	9.0	12.832778016499663	0.3205113480895369	1.0	0.5177884734801308
1x1y	-27.95	594	9.676105	8.538912	8.511814	29.25	24.93	34.0	15.0	19.0	-4.0	9.0	6.0	6.0	13.0	11.283796657600584	0.2099482947637869	0.0	0.3123427217287732
2a7u	-39.5	127	10.094301	6.456056	8.827152	0.98	0.66	10.0	5.0	5.0	0.0	3.0	2.0	1.0	4.0	4.499521313791719	0.471331945115041	1.0	0.7608380621184826
1x1u	-44.97	596	8.269492	8.608938	8.278427	36.32	29.31	38.0	15.0	23.0	-8.0	9.0	6.0	9.0	14.0	11.448437589957656	0.1937080845317622	3.0	0.2976385598372028
1wdw	-44.77	3760	8.659281	8.777969	8.564559	72.13	80.56	135.0	56.0	79.0	-23.0	27.0	29.0	33.0	46.0	15.616742999045591	0.0527019237540907	13.0	0.0741561677996843
1wr1	-27.57	134	11.285172	6.230108	9.726699	0.0	0.0	4.0	3.0	1.0	2.0	1.0	2.0	1.0	0.0	14.949284576534598	0.7095885633873433	0.0	1.1352272502155671
1t63	-27.53	264	9.880758	7.211691	8.846171	37.92	48.07	15.0	7.0	8.0	-1.0	2.0	5.0	4.0	4.0	5.7590818298728745	0.4572887740530781	1.0	0.5486621571959198
1x75	-44.27	451	10.723448	9.344048	10.416499	39.15	30.76	26.0	15.0	11.0	4.0	8.0	7.0	8.0	3.0	4.932194801759708	0.3650997901727156	2.0	0.2847026945168246
1y6m	-38.6	346	9.497412	8.440751	8.613711	75.73	72.81	12.0	6.0	6.0	0.0	5.0	1.0	4.0	2.0	13.0804161339735	0.5403650700830854	0.0	0.5679719053483755
1yd8	-21.36	332	8.554287	7.927899	7.544303	46.51	43.59	18.0	7.0	11.0	-4.0	3.0	4.0	2.0	9.0	44.888791898975526	0.2109206124118183	0.0	0.218885404395478
1y6k	-51.37	350	9.65018	8.505279	8.337061	54.17	46.42	13.0	7.0	6.0	1.0	6.0	1.0	4.0	2.0	13.805152213881884	0.4757725071846245	0.0	0.557212888431607
1yru	-51.37	420	9.150323	7.517967	8.435837	34.75	30.72	31.0	14.0	17.0	-3.0	12.0	2.0	7.0	10.0	4.123500461681191	0.3533098745878793	1.0	0.4027119238010261
2bp7	-51.37	2980	11.482995	7.066858	9.864226	35.93	30.23	167.0	71.0	96.0	-25.0	42.0	29.0	57.0	39.0	8.951909912737461	0.1028878176529194	19.0	0.1241287702413715
2c1t	-49.65	921	9.222829	8.639931	7.7651	52.96	51.96	66.0	32.0	34.0	-2.0	16.0	16.0	17.0	17.0	6.494946427931116	0.1587411024862162	4.0	0.2215605192735082
2byk	-32.18	319	11.052539	6.147202	9.44182	66.1	59.63	39.0	18.0	21.0	-3.0	11.0	7.0	8.0	13.0	2.288923604292848	0.2320129968518187	2.0	0.2534697603814963
2bym	-32.18	298	10.532801	6.126383	9.666741	38.31	33.35	33.0	17.0	16.0	1.0	11.0	6.0	4.0	12.0	2.1818185009067377	0.2579429560970527	1.0	0.3655012284595039
2be6	-48.97	483	8.478632	7.334826	10.110453	31.55	31.85	44.0	16.0	28.0	-12.0	4.0	12.0	1.0	27.0	15.775242816962669	0.172355866330529	2.0	0.2606347119276751
1ri8	-48.73	253	10.872535	11.79784	7.924963	15.94	12.68	11.0	6.0	5.0	1.0	5.0	1.0	4.0	1.0	6.130307605059519	0.4357975025732563	1.0	0.700984937516762
2b12	-26.82	402	8.406666	7.248303	7.918573	5.58	3.04	4.0	3.0	1.0	2.0	0.0	3.0	0.0	1.0	45.40813971874139	1.002620954870086	0.0	1.1382427227126426
2bqz	-26.82	340	10.244438	11.398177	8.306271	12.29	12.25	18.0	10.0	8.0	2.0	8.0	2.0	6.0	2.0	26.003647252546784	0.236562600802839	0.0	0.3130886113913868
1wr6	-20.76	641	10.961972	8.735582	7.649323	52.23	50.86	60.0	23.0	37.0	-14.0	10.0	13.0	9.0	28.0	3.640195130794271	0.1373930125536009	2.0	0.235034971481495
2aw2	-43.39	417	9.458777	7.813067	7.679849	64.29	60.43	35.0	13.0	22.0	-9.0	4.0	9.0	2.0	20.0	5.34089482020753	0.2537052685340397	4.0	0.2565736954548266
1t0p	-26.27	260	10.042084	8.131495	8.547676	21.91	19.56	8.0	4.0	4.0	0.0	1.0	3.0	1.0	3.0	5.3545223505231725	0.8479693149938176	0.0	0.8712619966557236
1x1w	-43.26	596	7.813889	8.615445	8.293819	37.24	30.63	36.0	15.0	21.0	-6.0	9.0	6.0	9.0	12.0	11.966267201062848	0.1947740176758156	3.0	0.2887812301829134
1y6n	-43.2	339	9.536613	7.911207	8.44542	43.08	37.03	13.0	7.0	6.0	1.0	6.0	1.0	4.0	2.0	13.579920391755424	0.523902161590255	0.0	0.5524787225596507
1vrc	-25.95	428	10.279783	9.129579	10.118382	0.2	0.69	22.0	12.0	10.0	2.0	6.0	6.0	6.0	4.0	7.134087052724929	0.31513962810819	0.0	0.3470851812557555
1t5z	-25.58	261	11.798418	7.083131	9.678791	39.2	54.2	7.0	4.0	3.0	1.0	0.0	4.0	0.0	3.0	18.685583781141588	0.6758784296337726	0.0	0.7644029016906126
1yx5	-19.73	188	9.800908	7.550575	8.739406	0.0	0.0	8.0	5.0	3.0	2.0	3.0	2.0	1.0	2.0	8.806134091500128	0.551663309255237	0.0	0.6454639979413901
1xj7	-25.16	265	6.95066	6.936991	11.447821	56.74	76.19	6.0	4.0	2.0	2.0	1.0	3.0	0.0	2.0	16.056932256785746	0.6012761786642171	0.0	0.6199512258244767
1u5s	-14.4	137	8.205157	9.452281	10.167878	0.82	0.58	4.0	3.0	1.0	2.0	2.0	1.0	1.0	0.0	1803.8334437166443	0.9680707481199002	0.0	0.9805588937398176
1shz	-31.52	1037	10.042594	7.931145	8.081782	57.69	52.57	74.0	37.0	37.0	0.0	19.0	18.0	12.0	25.0	9.14495690503682	0.2170951640629104	7.0	0.271273886042585
1wrd	-19.34	174	8.121821	7.455176	8.07733	24.22	21.99	10.0	5.0	5.0	0.0	3.0	2.0	1.0	4.0	3.707131833781865	0.5034381113387421	1.0	0.6788804238033642
1zc3	-42.1	564	9.484049	8.569637	8.324852	35.56	30.79	33.0	18.0	15.0	3.0	8.0	10.0	11.0	4.0	13.430001557917732	0.1693187228905109	5.0	0.271931612281561
1zc4	-42.1	572	9.325296	8.350681	8.166822	43.46	34.5	33.0	19.0	14.0	5.0	9.0	10.0	10.0	4.0	14.236486413115914	0.2155369737510793	4.0	0.2829795849714663
1x1x	-41.53	596	8.178206	8.828169	8.334851	34.73	27.6	35.0	15.0	20.0	-5.0	9.0	6.0	9.0	11.0	10.803109925193803	0.2032666900141901	3.0	0.2969692252322466
1pk1	-41.48	267	6.387013	6.768218	8.381134	25.51	21.13	11.0	4.0	7.0	-3.0	0.0	4.0	4.0	3.0	57.62515638789207	0.2206927142378	0.0	0.2899116140508513
1xg2	-47.38	468	12.142115	9.249565	9.098651	17.07	15.36	20.0	9.0	11.0	-2.0	5.0	4.0	8.0	3.0	7.584648406392834	0.325404437520813	1.0	0.5009524599138782
